,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,turnover,promotion,dept,salary
534,0.8,0.05,6,187,9,1,1,0,9,1
535,0.36,0.9,1,116,7,1,0,0,3,2
536,0.92,0.46,5,267,8,0,1,0,1,2
537,0.28,0.77,1,218,5,1,1,1,6,1
538,0.23,0.44,7,173,9,1,1,0,3,0
539,0.08,0.99,6,293,6,0,1,1,9,1
540,0.04,0.4,4,137,10,0,0,0,9,0
541,0.34,0.27,7,290,10,0,0,1,1,2
542,0.75,0.73,5,274,4,1,0,0,0,1
543,0.35,0.58,7,302,8,0,0,0,6,1
544,0.22,0.84,5,307,5,0,0,0,9,1
545,0.7,0.81,1,228,9,1,1,1,0,2
546,0.9,0.19,3,310,9,0,0,0,5,0
547,0.63,0.29,5,125,9,0,0,1,6,1
548,0.04,0.92,5,170,9,0,1,0,0,1
549,0.05,0.82,3,248,3,0,0,0,9,1
550,0.57,0.49,4,140,6,0,0,0,4,0
551,0.66,0.44,5,294,7,1,0,0,0,1
552,0.6,0.14,2,220,8,1,1,1,4,0
553,0.26,0.58,6,133,7,0,1,0,9,0
554,0.39,0.12,4,209,2,1,1,0,0,0
555,0.23,0.67,5,125,6,0,0,0,5,2
556,0.7,0.14,1,148,5,1,1,1,3,0
557,0.53,0.03,6,256,4,1,1,1,2,0
558,0.46,0.57,4,142,3,0,0,1,2,1
559,0.52,0.7,3,226,10,1,0,1,1,2
560,0.24,0.35,7,285,4,1,0,1,9,0
561,0.29,0.12,2,191,2,0,0,0,6,0
562,0.82,0.94,1,158,7,0,1,0,0,0
563,0.94,0.67,5,233,10,0,1,0,3,2
564,0.41,0.19,6,162,4,0,1,1,7,0
565,0.43,0.69,2,98,4,0,0,1,0,0
566,0.62,0.38,3,255,5,1,1,1,4,0
567,0.95,0.76,6,246,2,1,1,1,9,0
568,0.36,0.44,7,136,6,1,0,0,0,0
569,0.5,0.46,2,125,8,0,1,0,4,0
570,0.63,0.71,6,263,8,1,1,0,1,2
571,0.32,0.89,7,307,4,1,1,0,5,1
572,0.59,0.14,4,206,2,0,0,1,4,2
573,0.52,0.05,2,296,5,1,0,0,9,1
574,0.34,0.31,7,116,7,1,1,0,3,2
575,0.4,0.06,4,142,4,1,0,0,5,1
576,0.21,0.67,3,163,6,1,0,1,1,1
577,1.0,0.66,5,219,7,1,0,0,3,2
578,0.91,0.1,3,184,9,1,0,1,0,1
579,0.17,0.06,6,272,5,1,1,1,9,0
580,0.24,0.81,6,263,5,0,1,0,7,0
581,0.37,0.71,1,105,9,1,0,1,7,1
582,0.83,0.87,4,133,2,0,1,1,8,1
583,0.81,0.56,3,219,8,0,0,0,5,1
584,0.02,0.19,1,221,3,1,1,1,7,1
585,0.83,0.82,1,264,5,0,0,0,2,1
586,0.79,0.4,1,164,10,1,1,0,9,1
587,0.47,0.23,3,204,2,1,0,0,0,1
588,0.63,0.59,6,106,8,0,1,1,7,1
589,0.68,0.49,5,280,10,0,0,1,0,1
590,0.12,0.96,6,214,7,0,0,0,6,0
591,0.63,0.89,6,145,5,1,0,1,6,0
592,0.73,0.91,5,186,9,0,0,1,2,2
593,0.16,0.66,7,160,3,0,0,0,5,1
594,0.38,0.22,5,180,10,1,1,0,7,1
595,0.18,0.82,1,105,3,1,0,0,7,2
596,0.35,0.41,6,138,2,1,1,1,6,2
597,0.07,0.02,6,117,10,1,0,0,6,0
598,0.57,0.37,4,271,8,0,1,1,8,1
599,0.15,0.23,7,195,6,1,0,1,3,1
600,0.05,0.98,3,260,7,1,1,0,6,1
601,0.95,0.59,5,150,4,0,1,1,4,0
602,0.58,0.9,3,133,10,1,0,0,9,0
603,0.98,0.07,2,280,5,1,1,1,1,1
604,0.02,0.68,2,183,6,0,1,0,5,0
605,0.3,0.72,5,121,9,0,1,1,9,1
606,0.1,0.49,7,124,10,1,0,0,2,1
607,0.41,0.64,5,97,4,0,0,1,9,0
608,0.64,0.65,1,221,5,1,0,1,3,0
609,0.14,0.96,7,163,5,0,0,1,4,1
610,0.43,0.78,7,302,10,0,1,1,0,2
611,0.46,0.76,7,157,4,0,0,1,4,0
612,0.9,0.86,3,183,2,1,0,1,6,2
613,0.72,0.69,6,271,9,0,1,1,4,0
614,0.12,0.3,1,209,4,1,0,1,9,0
615,0.53,0.5,2,180,3,0,0,0,2,0
616,0.94,0.15,2,261,2,0,0,1,9,1
617,0.14,0.67,3,208,4,0,1,0,9,1
618,0.21,0.91,6,234,2,0,0,1,0,0
619,0.59,0.25,7,200,6,1,0,1,7,0
620,0.63,0.35,6,101,10,0,0,1,8,2
621,0.3,0.22,6,102,2,1,0,1,6,2
622,0.91,0.58,2,239,8,0,0,0,0,0
623,0.32,1.0,2,163,3,0,1,0,2,0
624,0.9,0.94,4,263,7,0,0,0,2,0
625,0.64,0.13,6,198,5,1,0,0,2,0
626,0.36,0.21,3,192,9,0,1,0,2,1
627,0.42,0.24,5,264,6,0,0,1,6,1
628,0.94,0.09,2,194,2,0,1,1,3,2
629,0.49,0.88,6,304,9,0,0,1,0,0
630,0.84,0.54,5,131,3,0,1,0,0,2
631,0.18,0.78,6,209,7,0,1,1,8,1
632,0.83,0.25,3,160,4,1,1,1,9,1
633,0.95,0.21,7,156,4,1,0,1,7,1
634,0.05,0.73,7,137,3,1,1,1,6,0
635,0.02,0.87,5,108,10,0,0,0,6,1
636,0.71,0.33,2,163,9,1,1,0,8,1
637,0.15,0.44,6,102,4,1,1,0,9,1
638,0.8,0.52,6,231,9,1,1,1,3,2
639,0.33,0.4,7,149,5,1,1,1,2,0
640,0.63,0.52,2,125,10,1,0,0,2,0
641,0.19,0.71,5,96,6,0,1,0,0,0
642,0.66,0.18,1,156,2,0,1,0,3,1
643,0.9,0.66,2,149,9,1,1,1,1,0
644,0.35,0.79,3,178,10,0,0,1,6,0
645,0.61,0.33,1,191,7,1,1,1,3,1
646,0.41,0.36,6,233,6,0,0,0,9,0
647,0.15,0.28,4,109,5,0,1,1,9,0
648,0.94,0.55,6,152,8,1,0,1,8,1
649,0.16,0.08,3,296,2,0,0,1,5,2
650,0.03,0.03,6,210,8,1,0,0,5,1
651,0.68,0.55,5,219,8,0,1,0,8,2
652,0.25,0.41,3,163,5,1,0,1,3,0
653,0.82,0.79,5,302,2,0,0,0,1,0
654,0.14,0.21,4,276,2,0,0,1,7,2
655,0.18,0.76,6,203,7,0,1,1,5,0
656,0.12,0.79,7,103,5,0,1,1,6,0
657,0.95,0.96,3,210,4,1,0,0,5,1
658,0.72,0.22,5,145,9,1,1,0,2,2
659,0.97,0.82,7,306,2,1,1,0,9,2
660,0.63,0.17,6,128,10,0,0,1,3,2
661,0.59,0.72,1,169,5,1,0,1,3,2
662,0.42,0.32,2,302,7,1,1,0,1,2
663,0.12,0.16,3,103,3,0,1,0,9,1
664,0.64,0.43,7,100,2,0,0,1,3,0
665,0.5,0.59,5,154,4,1,0,0,1,1
666,0.34,0.17,3,245,2,1,1,1,3,2
667,0.95,0.29,2,207,9,1,1,0,5,2
668,0.23,0.48,7,290,6,1,1,0,8,1
669,0.81,0.77,3,109,10,0,1,0,6,1
670,0.87,0.29,6,116,4,1,0,1,4,0
671,0.24,0.15,3,128,3,1,1,0,2,0
672,0.93,0.54,6,148,2,1,0,1,2,0
673,0.74,0.76,2,169,2,1,0,1,3,2
674,0.81,0.14,5,203,4,1,0,1,0,0
675,0.67,0.3,1,116,2,0,0,1,4,1
676,0.26,0.17,2,147,8,0,0,1,7,2
677,0.69,0.97,7,144,7,1,1,1,9,2
678,0.15,0.54,5,257,10,1,1,0,0,1
679,0.54,0.17,7,167,4,1,1,0,1,2
680,0.64,0.98,5,206,7,1,0,1,3,1
681,0.28,0.43,3,158,8,1,0,0,8,0
682,0.13,0.3,2,306,2,0,0,0,1,0
683,0.99,0.76,6,102,3,0,0,0,7,1
684,0.5,0.64,3,262,9,1,0,1,0,0
685,0.58,0.17,7,136,9,0,0,0,1,2
686,0.85,0.23,7,178,2,0,0,0,9,2
687,0.52,0.07,5,156,4,1,1,1,7,0
688,0.99,0.26,4,242,6,0,1,1,4,0
689,0.17,0.81,4,110,9,0,1,0,2,2
690,0.43,0.44,5,241,5,1,0,1,8,2
691,0.86,0.29,6,147,9,1,1,1,5,1
692,0.8,0.0,2,219,6,0,0,0,9,2
693,0.64,0.19,2,133,9,1,0,0,3,2
694,0.65,0.43,6,209,2,1,1,0,0,0
695,0.62,0.7,5,129,9,0,0,1,4,0
696,0.46,0.24,6,218,6,0,0,1,0,0
697,0.78,0.41,6,240,8,1,1,1,2,0
698,0.17,0.94,7,207,6,0,1,0,7,0
699,0.47,0.67,7,101,7,0,0,1,7,0
700,0.32,0.47,4,215,7,0,0,0,0,0
701,0.93,0.23,1,96,9,1,0,1,6,2
702,0.45,0.59,5,298,8,1,1,0,3,0
703,0.79,0.27,6,188,10,0,0,0,9,2
704,0.07,0.4,5,237,3,0,1,0,0,2
705,0.89,0.26,6,181,2,0,0,0,3,2
706,0.43,0.94,1,292,2,0,0,1,3,1
707,0.99,0.93,5,114,4,0,0,1,2,1
708,0.69,0.21,3,190,2,0,1,0,4,0
709,0.64,0.19,7,188,5,0,0,0,8,0
710,0.03,0.92,1,166,4,0,0,1,7,2
711,0.3,0.76,7,212,9,0,1,1,2,2
712,0.21,0.02,1,297,5,0,0,1,9,2
713,0.13,0.95,7,128,2,1,0,0,4,1
714,0.06,0.91,6,114,8,0,1,1,3,1
715,0.73,0.64,1,224,10,1,0,0,2,0
716,0.6,0.52,5,182,7,0,1,0,7,1
717,0.01,0.46,7,206,3,0,0,0,2,1
718,0.23,0.84,4,275,9,0,0,0,6,0
719,0.31,0.65,3,169,8,0,1,1,0,1
720,0.98,0.08,7,121,9,0,0,0,8,0
721,0.25,0.64,7,253,3,1,0,1,2,1
722,0.28,0.2,7,247,9,0,0,1,4,2
723,0.05,0.54,2,307,10,1,1,1,4,2
724,0.45,0.35,1,244,8,1,1,0,6,2
725,0.1,0.99,7,171,2,1,1,1,5,0
726,0.72,0.44,7,185,8,1,1,1,9,1
727,0.81,0.38,7,134,8,1,0,0,0,0
728,0.95,0.87,6,165,10,1,0,1,8,0
729,0.76,0.28,1,294,6,1,1,0,0,0
730,0.03,0.22,1,203,6,0,1,1,9,2
731,0.9,0.13,2,184,2,1,0,1,2,0
732,0.95,0.2,2,255,4,1,1,0,4,1
733,0.52,0.05,2,303,5,0,0,0,7,1
734,0.86,0.3,2,106,5,1,0,0,8,1
735,0.02,0.18,1,283,4,1,1,0,1,1
736,0.63,0.84,5,181,2,1,0,1,8,0
737,0.32,0.44,2,145,3,1,1,1,5,2
738,0.56,0.33,1,273,8,1,0,1,9,0
739,0.08,0.59,3,119,10,0,1,0,9,2
740,0.37,0.51,7,175,10,1,1,0,8,0
741,0.15,0.52,6,120,3,0,1,1,2,2
742,0.04,0.04,3,109,8,0,0,1,8,2
743,1.0,0.02,2,309,2,1,1,1,9,1
744,0.27,0.06,2,135,9,1,0,1,6,1
745,0.93,0.97,7,230,5,0,0,0,7,1
746,0.46,0.32,1,129,3,0,0,0,8,1
747,0.11,0.45,7,159,10,0,0,0,2,0
748,0.47,0.98,5,305,4,0,1,0,0,0
749,0.96,0.67,6,164,4,0,1,0,2,2
750,0.27,0.86,3,286,7,0,0,0,6,2
751,1.0,0.55,3,256,8,1,1,0,0,0
752,0.29,0.17,3,108,9,1,0,1,1,0
753,0.6,0.22,6,175,4,1,0,0,9,2
754,0.83,0.5,6,114,9,1,1,0,2,1
755,0.79,0.15,1,296,5,1,1,1,9,0
756,0.26,0.87,5,246,3,1,1,1,2,1
757,0.17,0.39,2,183,8,1,0,1,5,0
758,0.03,0.26,3,135,7,0,1,0,3,2
759,0.6,0.87,1,234,5,0,0,0,0,0
760,0.67,0.06,6,227,9,1,0,1,9,1
761,0.56,0.99,2,233,2,0,0,1,4,1
762,0.42,0.59,5,220,5,0,1,0,4,2
763,0.94,0.14,4,233,2,1,1,1,9,1
764,0.94,0.84,1,273,2,0,0,0,2,1
765,0.84,0.05,7,210,7,0,1,1,0,0
766,0.73,0.31,1,120,2,0,0,1,7,0
767,0.67,0.68,7,298,2,1,0,0,7,1
768,0.72,0.5,6,293,4,0,0,1,8,1
769,0.28,0.91,1,308,6,1,0,0,5,0
770,0.55,0.57,6,301,4,1,0,0,4,0
771,0.94,0.33,4,198,3,1,1,0,6,1
772,0.01,0.19,6,187,9,1,1,1,7,2
773,0.4,0.65,4,264,8,1,1,0,4,2
774,0.88,0.52,5,297,7,0,1,0,5,0
775,0.77,0.59,1,191,10,1,0,0,2,2
776,0.12,0.52,4,232,8,1,0,1,8,1
777,0.52,0.76,1,248,8,1,1,1,3,1
778,0.81,0.92,5,173,2,0,0,1,0,0
779,0.46,0.87,4,248,10,1,0,1,3,1
780,0.89,0.52,4,187,2,1,1,0,6,2
781,0.47,0.11,1,257,9,1,0,0,2,0
782,0.77,0.9,1,145,3,1,0,0,4,0
783,0.65,0.75,4,235,4,1,0,0,3,0
784,0.07,0.99,1,243,9,1,0,1,9,1
785,0.4,0.05,6,121,5,1,1,0,2,1
786,0.26,0.83,7,145,6,1,0,1,4,1
787,0.19,0.6,7,252,6,0,0,0,6,1
788,0.23,0.01,6,131,5,0,0,0,9,1
789,0.38,0.09,6,266,6,1,1,0,1,2
790,0.79,0.34,7,302,4,0,0,0,6,0
791,0.77,0.97,4,207,5,1,0,0,6,0
792,0.39,0.43,5,185,5,0,0,1,2,2
793,0.48,0.26,7,208,7,1,0,1,0,1
794,0.18,0.45,6,108,6,1,0,1,2,0
795,0.27,0.29,2,140,4,0,0,0,5,0
796,0.95,0.8,4,182,5,1,1,1,2,2
797,0.4,0.85,1,173,8,0,1,0,6,0
798,0.57,0.98,7,138,10,1,0,0,2,2
799,0.32,0.14,4,272,5,1,1,0,5,0
800,0.49,0.71,2,122,9,1,0,1,9,2
801,0.32,0.71,7,209,2,0,1,1,0,2
802,0.21,0.33,5,254,8,1,1,1,3,0
803,0.5,0.33,6,235,2,1,1,0,2,1
804,0.52,0.47,5,186,6,0,0,1,7,1
805,0.41,0.48,2,157,4,0,1,1,3,2
806,0.14,0.98,6,182,7,0,0,1,2,1
807,0.59,0.12,2,262,2,1,0,0,8,2
808,0.39,0.62,4,147,6,1,0,0,4,2
809,0.2,0.22,6,118,10,1,0,1,7,0
810,0.16,0.65,2,188,10,1,1,1,8,1
811,0.63,0.47,1,283,8,1,1,0,4,0
812,0.15,0.06,2,115,5,0,1,0,3,1
813,0.86,0.41,3,279,5,0,1,0,7,0
814,0.44,0.85,1,123,9,0,0,1,1,1
815,0.21,0.14,1,178,4,1,1,1,2,0
816,0.99,0.93,1,97,3,0,0,1,8,0
817,0.29,0.2,6,111,4,1,1,1,2,2
818,0.39,0.8,5,250,9,0,1,0,5,1
819,0.39,0.52,3,204,10,0,1,0,6,1
820,0.48,0.04,4,225,8,0,1,1,8,0
821,0.2,0.99,3,176,5,0,1,1,8,2
822,0.88,0.13,4,160,4,0,1,0,6,2
823,0.2,0.31,1,261,7,1,0,1,9,0
824,0.67,0.67,5,180,6,1,0,1,1,1
825,0.68,0.44,7,250,9,1,0,0,2,0
826,0.57,0.13,4,110,9,1,0,0,7,1
827,0.87,0.94,5,282,5,0,1,1,0,1
828,0.23,0.52,3,182,6,0,1,0,2,1
829,0.9,0.25,7,303,4,1,0,1,4,2
830,0.71,0.1,3,184,4,1,1,1,1,1
831,0.27,0.53,5,168,3,1,0,0,3,1
832,0.65,0.91,5,200,4,0,1,1,6,1
833,0.18,0.58,5,169,3,0,0,0,0,2
834,0.31,0.15,4,107,8,0,0,1,3,1
835,0.52,0.93,4,231,3,0,1,1,9,0
836,0.14,0.81,3,213,7,1,0,0,5,1
837,0.83,0.54,1,145,6,0,1,0,2,0
838,0.3,0.74,2,222,10,1,1,1,7,1
839,0.92,0.56,2,270,6,1,1,1,2,0
840,0.01,0.91,1,291,10,0,0,1,4,1
841,0.48,0.89,6,215,10,1,0,0,5,1
842,0.99,0.46,7,105,8,0,1,1,1,2
843,0.9,0.01,2,205,2,1,1,0,1,1
844,0.02,0.54,3,168,7,0,1,0,1,1
845,0.31,0.69,2,214,2,1,0,1,4,2
846,0.51,0.45,1,155,2,1,1,1,8,2
847,0.67,0.99,3,200,3,0,0,1,7,0
848,0.67,0.25,7,264,6,0,1,0,3,1
849,0.7,0.16,1,185,9,1,0,0,9,1
850,0.08,0.62,7,243,4,0,1,0,3,2
851,0.35,0.66,1,299,2,1,1,1,8,0
852,0.6,0.4,3,205,6,1,1,1,4,1
853,0.82,0.91,4,115,6,1,1,1,2,0
854,0.14,0.69,7,104,6,0,0,0,1,0
855,0.48,0.82,6,304,2,0,0,0,8,1
856,0.28,0.07,5,180,7,1,0,1,5,2
857,0.76,0.37,6,216,3,1,1,1,9,2
858,0.49,0.51,1,224,4,1,1,0,0,0
859,0.9,0.3,3,275,2,1,1,0,8,2
860,0.52,0.26,7,279,9,0,1,1,3,2
861,0.49,0.72,6,210,4,0,1,0,0,1
862,0.57,0.53,6,188,5,0,0,1,8,0
863,0.11,0.16,5,227,9,1,1,0,0,1
864,0.46,0.77,6,203,9,0,0,0,2,0
865,0.15,0.99,3,162,8,0,0,0,6,1
866,0.65,0.93,7,309,9,1,1,1,0,1
867,0.87,0.43,3,169,10,1,1,0,6,1
868,0.53,0.3,3,145,8,0,0,1,2,2
869,0.73,0.17,5,116,8,1,0,1,3,1
870,0.9,0.13,3,101,8,0,0,0,7,1
871,0.13,0.34,3,221,3,0,0,1,9,2
872,0.21,0.28,5,305,8,1,1,0,2,1
873,0.97,0.44,3,305,10,1,0,0,9,2
874,0.34,0.05,2,138,8,1,0,1,7,0
875,0.24,0.49,7,283,5,0,1,0,8,1
876,0.14,0.77,6,153,5,1,1,0,6,2
877,0.98,0.77,7,294,4,0,1,1,6,1
878,0.88,0.81,4,227,3,0,0,0,7,0
879,0.34,0.29,4,272,5,1,1,0,0,0
880,0.51,0.8,2,193,8,0,1,0,8,2
881,0.02,0.49,4,230,10,1,0,0,3,1
882,0.64,0.22,2,244,9,1,0,0,7,0
883,0.2,1.0,6,117,7,1,1,1,5,0
884,0.21,0.7,4,187,2,1,1,0,5,0
885,0.8,0.25,6,251,3,1,0,0,9,0
886,0.58,0.22,1,280,2,0,0,1,1,1
887,0.01,0.56,1,203,7,1,0,0,4,0
888,0.77,0.1,1,120,8,1,0,1,5,1
889,0.06,0.6,4,235,9,1,1,0,8,1
890,0.47,0.27,5,279,8,1,0,0,2,0
891,0.12,0.91,5,232,8,1,1,1,6,1
892,0.68,0.54,3,173,4,0,0,0,7,2
893,0.99,0.17,2,105,6,1,0,0,7,1
894,0.03,0.52,1,276,9,1,0,0,1,0
895,0.07,0.92,4,250,2,0,0,1,8,1
896,0.01,0.1,5,130,7,1,1,0,0,1
897,0.26,0.5,3,273,8,1,1,1,5,0
898,0.3,0.99,7,181,9,0,0,0,0,1
899,0.73,0.66,4,120,5,1,1,1,4,1
900,0.46,0.14,6,186,6,0,0,1,1,2
901,0.65,0.08,3,141,3,0,0,0,9,0
902,0.21,0.8,2,229,7,1,1,1,0,2
903,0.32,0.15,2,195,4,0,0,0,0,0
904,0.84,0.76,3,268,10,0,0,0,8,2
905,0.92,0.06,2,105,5,1,1,1,3,2
906,0.31,0.11,4,173,10,1,0,0,2,1
907,0.69,0.27,1,235,7,1,0,1,5,0
908,0.85,0.39,1,278,9,1,1,0,2,1
909,0.55,0.75,2,129,7,1,1,1,1,1
910,0.02,0.11,7,183,10,0,1,1,0,1
911,0.39,0.1,3,280,5,1,1,1,9,2
912,0.62,0.98,7,266,8,0,0,1,8,2
913,0.82,0.75,1,117,9,0,0,1,7,1
914,0.54,0.78,7,205,2,0,0,1,5,1
915,0.51,0.71,4,258,7,1,1,1,3,2
916,0.58,0.43,4,104,6,0,1,0,8,0
917,0.17,0.98,2,262,10,0,1,1,1,0
918,0.44,0.33,6,143,2,1,0,0,2,0
919,0.19,0.38,1,230,8,0,1,0,1,0
920,0.98,0.27,2,256,8,1,0,0,6,1
921,0.27,0.24,5,135,10,0,0,1,0,0
922,0.26,0.61,7,235,5,0,1,1,2,1
923,0.94,0.2,3,304,6,0,1,0,7,1
924,0.12,0.92,5,149,5,1,0,0,8,2
925,0.88,0.56,5,151,8,0,0,1,0,0
926,0.59,0.16,7,266,5,1,1,1,8,1
927,0.9,0.82,1,143,8,0,1,0,2,1
928,0.35,0.96,2,253,5,1,1,0,1,1
929,0.6,0.65,6,135,2,0,1,1,6,0
930,0.75,0.13,1,198,2,1,1,0,6,0
931,0.37,0.63,7,278,6,0,1,1,8,2
932,0.56,0.26,6,156,4,1,1,0,1,0
933,0.05,0.43,2,169,6,1,0,1,6,1
934,0.17,0.58,7,288,4,0,0,0,9,2
935,0.7,0.07,6,191,8,0,1,1,2,2
936,0.6,0.37,2,207,7,1,1,1,8,1
937,0.63,0.67,1,240,3,1,0,0,3,1
938,0.26,0.19,2,229,10,0,1,1,3,1
939,0.61,0.3,5,157,5,1,0,1,2,1
940,0.61,0.95,1,118,10,0,0,0,8,2
941,0.3,0.24,4,179,8,0,0,1,3,1
942,0.53,0.24,4,218,8,1,0,0,7,0
943,0.83,0.49,2,224,7,1,0,0,5,1
944,0.05,0.41,5,245,4,1,1,0,3,0
945,0.23,0.51,3,229,5,0,0,1,4,0
946,0.22,0.83,3,221,4,0,0,0,7,1
947,0.52,0.2,3,144,7,0,1,0,8,2
948,0.3,0.18,7,195,7,0,1,1,1,1
949,0.06,0.7,3,260,9,0,1,1,0,2
950,0.2,0.39,5,109,4,0,0,1,1,2
951,0.08,0.75,4,188,3,1,0,0,4,2
952,0.5,0.21,3,303,6,0,0,1,3,1
953,0.23,0.1,5,175,4,0,1,0,3,1
954,0.64,0.2,2,277,3,1,0,0,5,1
955,0.46,0.7,4,139,5,1,1,1,7,2
956,0.77,0.62,2,117,4,1,1,0,1,1
957,0.75,0.81,6,213,6,0,0,0,0,1
958,0.45,0.27,6,293,5,1,0,0,3,0
959,0.51,0.98,6,287,3,1,0,0,2,1
960,0.37,0.17,4,226,5,0,0,1,4,2
961,0.47,0.76,6,266,5,1,0,0,7,2
962,0.08,0.62,6,272,4,1,0,0,7,0
963,0.0,0.11,3,250,10,1,0,0,2,2
964,0.75,0.1,2,215,6,0,0,1,9,0
965,0.56,0.04,6,270,2,0,1,0,2,1
966,0.33,0.48,4,200,10,0,0,1,6,0
967,0.52,0.36,3,140,6,0,1,0,3,2
968,0.33,0.22,6,300,10,1,0,1,4,1
969,0.97,0.48,7,102,8,1,1,0,1,2
970,0.62,0.43,6,123,10,0,0,1,2,2
971,0.93,0.47,5,138,10,0,0,0,1,2
972,0.92,0.58,3,201,7,0,1,1,1,2
973,0.31,0.66,5,246,9,0,1,0,6,2
974,0.09,0.99,6,208,10,1,1,1,8,1
975,0.86,0.84,5,290,10,1,1,1,6,0
976,0.31,0.88,2,236,7,0,1,0,6,2
977,0.77,0.28,4,263,9,1,1,0,0,0
978,0.65,0.54,3,207,10,0,0,0,7,2
979,0.61,0.41,4,268,8,1,0,0,3,2
980,0.84,0.66,5,270,5,1,0,1,5,0
981,0.35,0.33,2,160,6,0,0,0,3,0
982,0.86,0.44,3,207,2,1,0,1,3,2
983,0.48,0.02,1,137,8,1,1,1,2,2
984,0.32,0.28,7,178,9,1,1,1,2,2
985,0.63,0.39,4,241,10,0,1,0,2,0
986,0.06,0.68,2,120,5,0,1,0,9,0
987,0.79,0.63,3,168,8,0,1,0,5,2
988,0.22,0.4,2,299,3,1,0,1,1,2
989,0.67,0.17,1,143,2,0,0,0,8,1
990,0.64,0.3,7,153,7,1,0,1,8,1
991,0.7,0.71,4,264,6,0,0,1,6,2
992,0.69,0.47,6,116,9,0,1,1,6,2
993,0.08,0.96,2,170,2,1,1,0,7,1
994,0.4,0.65,3,292,9,1,1,0,4,2
995,0.02,0.27,6,98,3,0,0,0,9,0
996,0.54,0.61,5,173,6,0,1,1,5,1
997,0.65,0.93,2,174,2,0,0,1,2,1
998,0.45,0.74,3,162,6,1,1,0,1,0
999,0.19,0.24,7,276,5,0,1,0,9,2
1000,0.73,0.93,2,105,7,0,1,0,8,1
1001,0.34,0.5,4,215,8,1,0,0,7,0
1002,0.37,0.16,2,297,5,1,1,0,2,0
1003,0.2,0.94,4,108,2,1,0,1,9,0
1004,0.08,0.84,1,292,6,0,1,0,2,2
1005,0.67,0.8,5,242,5,1,1,0,5,0
1006,0.63,0.26,4,227,5,0,0,1,0,0
1007,0.06,0.78,2,305,10,0,0,1,1,1
1008,0.8,0.45,2,165,9,0,1,1,5,1
1009,0.46,0.94,4,275,5,1,1,0,4,2
1010,0.44,0.73,3,198,3,0,0,0,9,1
1011,0.89,0.41,2,152,10,1,1,1,6,1
1012,0.23,0.44,3,256,5,1,1,1,7,1
1013,0.53,0.84,6,282,2,0,0,1,9,2
1014,0.24,0.37,6,210,10,1,1,0,6,1
1015,0.28,0.16,2,254,5,1,0,1,9,1
1016,0.48,0.25,6,290,4,1,1,0,1,1
1017,0.16,0.12,6,305,10,0,1,1,6,0
1018,0.11,0.49,6,187,8,1,0,1,7,2
1019,0.32,0.48,1,189,6,0,1,0,6,2
1020,0.16,0.2,7,276,9,0,0,0,8,1
1021,0.94,0.72,2,248,5,0,0,0,5,2
1022,0.8,0.94,4,251,5,1,1,1,6,1
1023,0.44,0.25,4,170,8,0,0,1,0,0
1024,0.39,0.09,2,238,6,0,1,0,3,1
1025,0.62,0.63,2,137,4,1,0,1,0,1
1026,0.68,0.35,7,254,4,0,0,1,9,0
1027,0.86,0.65,7,130,2,1,1,0,2,0
1028,0.93,0.92,2,122,4,0,1,1,2,1
1029,0.92,0.8,5,225,3,0,0,0,2,0
1030,0.19,0.76,3,167,6,0,1,1,0,1
1031,0.59,0.17,6,229,4,0,1,1,8,1
1032,0.49,0.92,6,138,10,1,1,0,8,1
1033,0.97,0.29,7,303,4,0,1,1,7,2
1034,0.58,0.76,1,258,7,1,1,0,0,2
1035,0.6,0.11,6,265,9,1,0,1,9,1
1036,0.67,0.39,5,293,5,0,1,1,0,2
1037,0.31,0.02,7,175,4,0,0,0,1,1
1038,0.48,0.09,4,192,8,0,0,1,5,1
1039,0.48,0.92,6,147,8,1,0,1,1,0
1040,0.06,0.51,1,244,6,1,0,0,2,2
1041,0.21,0.75,2,280,3,1,0,0,2,2
1042,0.12,0.8,3,168,3,1,1,1,2,2
1043,0.61,0.15,3,254,8,0,0,0,4,2
1044,0.23,0.89,2,155,3,1,1,0,3,0
1045,0.6,0.19,6,184,7,1,1,1,0,0
1046,0.65,0.37,7,269,9,1,0,1,1,0
1047,0.72,0.63,6,166,5,0,1,1,5,2
1048,0.95,0.83,5,155,10,0,1,0,8,2
1049,0.98,0.86,2,167,6,1,0,0,4,1
1050,1.0,0.37,2,243,5,1,0,0,7,1
1051,0.01,0.93,3,310,7,1,0,1,9,1
1052,0.44,0.75,3,207,9,1,1,1,7,2
1053,0.04,0.01,4,140,10,1,1,1,7,1
1054,0.77,0.83,6,257,5,0,0,1,5,0
1055,0.86,0.65,5,252,4,1,0,0,5,2
1056,0.59,0.87,7,155,2,0,1,1,9,1
1057,0.94,0.78,2,247,5,1,0,0,8,0
1058,0.9,0.91,2,235,7,1,0,0,3,2
1059,0.99,0.42,7,167,2,1,1,1,6,1
1060,0.47,0.44,3,138,6,1,1,0,3,1
1061,0.34,0.15,1,99,7,1,0,1,5,2
1062,0.3,0.05,3,182,3,0,1,0,3,1
1063,0.76,0.93,4,214,4,1,1,1,2,2
1064,0.07,0.23,4,258,2,0,0,0,7,1
1065,0.75,0.25,1,302,10,0,0,1,8,1
1066,0.11,0.22,5,103,10,0,1,1,5,0
